,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
384,385,Jirachi,Steel,Psychic,100,100,100,100,100,100,600,0.3,1.1,270.0,['serene-grace'],,generation-3,,,False,yellow,humanoid,no-eggs,mountain,slow,3,100,Wish Pokémon,201,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,0.389763779527559,0.5135135135135135,0.3877551020408163,0.4368932038834951,0.3478260869565217,0.4871794871794871
385,386,Deoxys-Normal,Psychic,None,50,150,50,150,50,150,600,1.7,60.8,270.0,['pressure'],,generation-3,,,False,red,humanoid,no-eggs,rare,slow,3,0,DNA Pokémon,202,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,0.1929133858267716,0.7837837837837838,0.1836734693877551,0.6796116504854369,0.1304347826086956,0.7435897435897436
386,387,Turtwig,Grass,None,55,68,64,45,55,31,318,0.4,10.2,64.0,"['overgrow', 'shell-armor']",shell-armor,generation-4,,,False,green,quadruped,monster|plant,,medium-slow,45,70,Tiny Leaf Pokémon,203,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,0.2125984251968504,0.3405405405405405,0.2408163265306122,0.1699029126213592,0.1521739130434782,0.1333333333333333
387,388,Grotle,Grass,None,75,89,85,55,65,36,405,1.1,97.0,142.0,"['overgrow', 'shell-armor']",shell-armor,generation-4,,,False,green,quadruped,monster|plant,,medium-slow,45,70,Grove Pokémon,203,It knows where pure water wells up. It carries fellow Pokémon there on its back.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,0.2913385826771653,0.4540540540540541,0.3265306122448979,0.2184466019417475,0.1956521739130435,0.1589743589743589
388,389,Torterra,Grass,Ground,95,109,105,75,85,56,525,2.2,310.0,236.0,"['overgrow', 'shell-armor']",shell-armor,generation-4,,,False,green,quadruped,monster|plant,,medium-slow,45,70,Continent Pokémon,203,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,0.3700787401574803,0.5621621621621622,0.4081632653061224,0.3155339805825243,0.2826086956521739,0.2615384615384615
389,390,Chimchar,Fire,None,44,58,44,58,44,61,309,0.5,6.2,62.0,"['blaze', 'iron-fist']",iron-fist,generation-4,,,False,brown,upright,ground|humanshape,,medium-slow,45,70,Chimp Pokémon,204,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,0.1692913385826771,0.2864864864864865,0.1591836734693877,0.233009708737864,0.1043478260869565,0.2871794871794871
390,391,Monferno,Fire,Fighting,64,78,52,78,52,81,405,0.9,22.0,142.0,"['blaze', 'iron-fist']",iron-fist,generation-4,,,False,brown,upright,ground|humanshape,,medium-slow,45,70,Playful Pokémon,204,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,0.2480314960629921,0.3945945945945946,0.1918367346938775,0.3300970873786408,0.1391304347826087,0.3897435897435897
391,392,Infernape,Fire,Fighting,76,104,71,104,71,108,534,1.2,55.0,240.0,"['blaze', 'iron-fist']",iron-fist,generation-4,,,False,brown,upright,ground|humanshape,,medium-slow,45,70,Flame Pokémon,204,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,0.2952755905511811,0.5351351351351351,0.2693877551020408,0.4563106796116505,0.2217391304347826,0.5282051282051282
392,393,Piplup,Water,None,53,51,53,61,56,40,314,0.4,5.2,63.0,"['torrent', 'competitive']",competitive,generation-4,,,False,blue,humanoid,water1|ground,,medium-slow,45,70,Penguin Pokémon,205,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,0.2047244094488189,0.2486486486486486,0.1959183673469387,0.2475728155339805,0.1565217391304348,0.1794871794871795
393,394,Prinplup,Water,None,64,66,68,81,76,50,405,0.8,23.0,142.0,"['torrent', 'competitive']",competitive,generation-4,,,False,blue,upright,water1|ground,,medium-slow,45,70,Penguin Pokémon,205,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,0.2480314960629921,0.3297297297297297,0.2571428571428571,0.3446601941747573,0.2434782608695652,0.2307692307692307
394,395,Empoleon,Water,Steel,84,86,88,111,101,60,530,1.7,84.5,239.0,"['torrent', 'competitive']",competitive,generation-4,,,False,blue,upright,water1|ground,,medium-slow,45,70,Emperor Pokémon,205,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,0.326771653543307,0.4378378378378378,0.3387755102040816,0.4902912621359223,0.3521739130434783,0.282051282051282
395,396,Starly,Normal,Flying,40,55,30,30,30,60,245,0.3,2.0,49.0,"['keen-eye', 'reckless']",reckless,generation-4,,,False,brown,wings,flying,,medium-slow,255,70,Starling Pokémon,206,"They flock in great numbers. Though small, they flap their wings with great power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,0.1535433070866141,0.2702702702702703,0.1020408163265306,0.0970873786407767,0.0434782608695652,0.282051282051282
396,397,Staravia,Normal,Flying,55,75,50,40,40,80,340,0.6,15.5,119.0,"['intimidate', 'reckless']",reckless,generation-4,,,False,brown,wings,flying,,medium-slow,120,70,Starling Pokémon,206,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,0.2125984251968504,0.3783783783783784,0.1836734693877551,0.145631067961165,0.0869565217391304,0.3846153846153846
397,398,Staraptor,Normal,Flying,85,120,70,50,60,100,485,1.2,24.9,218.0,"['intimidate', 'reckless']",reckless,generation-4,,,False,brown,wings,flying,,medium-slow,45,70,Predator Pokémon,206,It has a savage nature. It will courageously challenge foes that are much larger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,0.3307086614173228,0.6216216216216216,0.2653061224489796,0.1941747572815534,0.1739130434782608,0.4871794871794871
398,399,Bidoof,Normal,None,59,45,40,35,40,31,250,0.5,20.0,50.0,"['simple', 'unaware', 'moody']",moody,generation-4,,,False,brown,quadruped,water1|ground,,medium,255,70,Plump Mouse Pokémon,207,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,0.2283464566929134,0.2162162162162162,0.1428571428571428,0.1213592233009708,0.0869565217391304,0.1333333333333333
399,400,Bibarel,Normal,Water,79,85,60,55,60,71,410,1.0,31.5,144.0,"['simple', 'unaware', 'moody']",moody,generation-4,,,False,brown,upright,water1|ground,,medium,127,70,Beaver Pokémon,207,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,0.3070866141732283,0.4324324324324324,0.2244897959183673,0.2184466019417475,0.1739130434782608,0.3384615384615385
400,401,Kricketot,Bug,None,37,25,41,25,41,25,194,0.3,2.2,39.0,"['shed-skin', 'run-away']",run-away,generation-4,,,False,red,humanoid,bug,,medium-slow,255,70,Cricket Pokémon,208,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,0.1417322834645669,0.1081081081081081,0.1469387755102041,0.0728155339805825,0.0913043478260869,0.1025641025641025
401,402,Kricketune,Bug,None,77,85,51,55,51,65,384,1.0,25.5,134.0,"['swarm', 'technician']",technician,generation-4,,,False,red,bug-wings,bug,,medium-slow,45,70,Cricket Pokémon,208,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,0.2992125984251969,0.4324324324324324,0.1877551020408163,0.2184466019417475,0.1347826086956521,0.3076923076923077
402,403,Shinx,Electric,None,45,65,34,40,34,45,263,0.5,9.5,53.0,"['rivalry', 'intimidate', 'guts']",guts,generation-4,,,False,blue,quadruped,ground,,medium-slow,235,70,Flash Pokémon,209,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,0.1732283464566929,0.3243243243243243,0.1183673469387755,0.145631067961165,0.0608695652173913,0.2051282051282051
403,404,Luxio,Electric,None,60,85,49,60,49,60,363,0.9,30.5,127.0,"['rivalry', 'intimidate', 'guts']",guts,generation-4,,,False,blue,quadruped,ground,,medium-slow,120,100,Spark Pokémon,209,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,0.2322834645669291,0.4324324324324324,0.1795918367346938,0.2427184466019417,0.1260869565217391,0.282051282051282
404,405,Luxray,Electric,None,80,120,79,95,79,70,523,1.4,42.0,235.0,"['rivalry', 'intimidate', 'guts']",guts,generation-4,,,False,blue,quadruped,ground,,medium-slow,45,70,Gleam Eyes Pokémon,209,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,0.3110236220472441,0.6216216216216216,0.3020408163265306,0.4126213592233009,0.2565217391304348,0.3333333333333333
405,406,Budew,Grass,Poison,40,30,35,50,70,55,280,0.2,1.2,56.0,"['natural-cure', 'poison-point', 'leaf-guard']",leaf-guard,generation-4,,,True,green,humanoid,no-eggs,,medium-slow,255,70,Bud Pokémon,158,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,0.1535433070866141,0.1351351351351351,0.1224489795918367,0.1941747572815534,0.217391304347826,0.2564102564102564
406,407,Roserade,Grass,Poison,60,70,65,125,105,90,515,0.9,14.5,232.0,"['natural-cure', 'poison-point', 'technician']",technician,generation-4,,,False,green,humanoid,fairy|plant,,medium-slow,75,70,Bouquet Pokémon,158,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,0.2322834645669291,0.3513513513513513,0.2448979591836734,0.558252427184466,0.3695652173913043,0.4358974358974359
407,408,Cranidos,Rock,None,67,125,40,30,30,58,350,0.9,31.5,70.0,"['mold-breaker', 'sheer-force']",sheer-force,generation-4,,,False,blue,upright,monster,,slow-then-very-fast,45,70,Head Butt Pokémon,211,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,0.2598425196850393,0.6486486486486487,0.1428571428571428,0.0970873786407767,0.0434782608695652,0.2717948717948718
408,409,Rampardos,Rock,None,97,165,60,65,50,58,495,1.6,102.5,173.0,"['mold-breaker', 'sheer-force']",sheer-force,generation-4,,,False,blue,upright,monster,,slow-then-very-fast,45,70,Head Butt Pokémon,211,Its powerful head butt has enough power to shatter even the most durable things upon impact.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,0.3779527559055118,0.8648648648648649,0.2244897959183673,0.2669902912621359,0.1304347826086956,0.2717948717948718
409,410,Shieldon,Rock,Steel,30,42,118,42,88,30,350,0.5,57.0,70.0,"['sturdy', 'soundproof']",soundproof,generation-4,,,False,gray,quadruped,monster,,slow-then-very-fast,45,70,Shield Pokémon,212,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,0.1141732283464567,0.2,0.4612244897959183,0.1553398058252427,0.2956521739130435,0.1282051282051282
410,411,Bastiodon,Rock,Steel,60,52,168,47,138,30,495,1.3,149.5,173.0,"['sturdy', 'soundproof']",soundproof,generation-4,,,False,gray,quadruped,monster,,slow-then-very-fast,45,70,Shield Pokémon,212,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,0.2322834645669291,0.254054054054054,0.6653061224489796,0.1796116504854369,0.5130434782608696,0.1282051282051282
411,412,Burmy,Bug,None,40,29,45,29,45,36,224,0.2,3.4,45.0,"['shed-skin', 'overcoat']",overcoat,generation-4,,,False,green,blob,bug,,medium,120,70,Bagworm Pokémon,213,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,0.1535433070866141,0.1297297297297297,0.1632653061224489,0.0922330097087378,0.108695652173913,0.1589743589743589
412,413,Wormadam-Plant,Bug,Grass,60,59,85,79,105,36,424,0.5,6.5,148.0,"['anticipation', 'overcoat']",overcoat,generation-4,,,False,green,blob,bug,,medium,45,70,Bagworm Pokémon,213,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,0.2322834645669291,0.2918918918918919,0.3265306122448979,0.3349514563106796,0.3695652173913043,0.1589743589743589
413,414,Mothim,Bug,Flying,70,94,50,94,50,66,424,0.9,23.3,148.0,"['swarm', 'tinted-lens']",tinted-lens,generation-4,,,False,yellow,bug-wings,bug,,medium,45,70,Moth Pokémon,213,It loves the honey of flowers and steals honey collected by COMBEE.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,0.2716535433070866,0.4810810810810811,0.1836734693877551,0.4077669902912621,0.1304347826086956,0.3128205128205128
414,415,Combee,Bug,Flying,30,30,42,30,42,70,244,0.3,5.5,49.0,"['honey-gather', 'hustle']",hustle,generation-4,,,False,yellow,heads,bug,,medium-slow,120,70,Tiny Bee Pokémon,214,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,0.1141732283464567,0.1351351351351351,0.1510204081632653,0.0970873786407767,0.0956521739130434,0.3333333333333333
415,416,Vespiquen,Bug,Flying,70,80,102,80,102,40,474,1.2,38.5,166.0,"['pressure', 'unnerve']",unnerve,generation-4,,,False,yellow,bug-wings,bug,,medium-slow,45,70,Beehive Pokémon,214,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,0.2716535433070866,0.4054054054054054,0.3959183673469387,0.3398058252427184,0.3565217391304348,0.1794871794871795
416,417,Pachirisu,Electric,None,60,45,70,45,90,95,405,0.4,3.9,142.0,"['run-away', 'pickup', 'volt-absorb']",volt-absorb,generation-4,,,False,white,quadruped,ground|fairy,,medium,200,100,EleSquirrel Pokémon,215,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,0.2322834645669291,0.2162162162162162,0.2653061224489796,0.1699029126213592,0.3043478260869565,0.4615384615384615
417,418,Buizel,Water,None,55,65,35,60,30,85,330,0.7,29.5,66.0,"['swift-swim', 'water-veil']",water-veil,generation-4,,,False,brown,quadruped,water1|ground,,medium,190,70,Sea Weasel Pokémon,216,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,0.2125984251968504,0.3243243243243243,0.1224489795918367,0.2427184466019417,0.0434782608695652,0.4102564102564102
